session_id,total_distance,average_speed,max_speed,min_speed,std_speed,total_duration,movement_count,pause_count,click_count,mousedown_count,mouseup_count,click_type_mousedown,click_type_mouseup,click_type_click
unknown,1191.2418447326581,0.867960479291418,4.308597665230586,0.0029239766081871343,1.0914518989860824,5680,54,53,5,2,2,2.0,2.0,1.0
unknown,1049.1250394021856,0.6590614273128035,3.5200319600821808,0.0,0.7632012057468495,4747,73,72,2,1,1,1.0,1.0,0.0
unknown,946.6521628619549,0.6101144847770079,2.728609994117884,0.002386634844868735,0.6979328442991576,5399,72,71,2,1,1,1.0,1.0,0.0
unknown,1774.9978948571938,0.8261509034808289,2.7676987281855663,0.0,0.6676658958839249,5865,109,108,2,1,1,1.0,1.0,0.0
unknown,1328.4435951237635,0.7201473096172133,5.5428022019552525,0.003618232973300631,0.9628173746247535,4199,87,85,2,1,1,1.0,1.0,0.0
unknown,1830.8927915945912,0.6107994753518551,2.756384633899993,0.01159155204281533,0.5441361300922916,5705,131,130,2,1,1,1.0,1.0,0.0
unknown,1871.594339925584,1.2094985245789251,10.237998290512643,0.0,1.5424361755617664,6512,90,86,2,1,1,1.0,1.0,0.0
unknown,1435.33220306258,0.846535168780304,3.1850480765602267,0.0,0.7626411082858362,4682,90,89,2,1,1,1.0,1.0,0.0
unknown,1720.7085814922666,0.8599896718884001,5.761403615986089,0.003094559217446598,1.1896574839941538,4332,99,95,2,1,1,1.0,1.0,0.0
unknown,2133.1102972851536,1.1935385354083259,5.720372037726218,0.0033333333333333335,1.1591410987483963,4328,99,96,2,1,1,1.0,1.0,0.0
unknown,793.9960202664,0.5427360830419437,3.460603783548877,0.0017452006980802793,0.8469933653649114,5140,58,57,5,2,2,2.0,2.0,1.0
unknown,805.6209396503056,1.4798290086797181,7.738903346082053,0.0016420361247947454,2.04089062959456,3148,57,50,2,1,1,1.0,1.0,0.0
unknown,1415.4572159991499,0.9235093571130774,7.233818148115144,0.001004016064257028,1.0260917782832686,4926,106,103,2,1,1,1.0,1.0,0.0
unknown,563.6025838876587,0.44369163421569296,2.432769480846629,0.0042985214661796205,0.5527605976116254,3906,71,70,2,1,1,1.0,1.0,0.0
unknown,676.4435648337173,1.2438511429828651,11.66785708212476,0.0036231884057971015,2.5160330886314823,3475,49,43,2,1,1,1.0,1.0,0.0
unknown,650.7877800036711,1.6155871592565185,9.417742699342577,0.0021397779688993204,2.3231906147605095,3418,42,37,2,1,1,1.0,1.0,0.0
unknown,318.7744495853855,0.40899608116674724,1.3695764472896044,0.0030303030303030303,0.4303123450210811,2082,39,38,2,1,1,1.0,1.0,0.0
unknown,1570.906486694855,0.8054365351608614,3.0539369037759925,0.004329004329004329,0.6193015768331113,4470,132,131,2,1,1,1.0,1.0,0.0
unknown,853.0229083342161,0.6707829464441409,2.9633173977824243,0.009753196981883415,0.4680175740580555,2031,69,67,2,1,1,1.0,1.0,0.0
unknown,569.2675920373147,1.779726529198499,11.005453193758083,0.0019047619047619048,2.5878164145684637,2766,37,31,2,1,1,1.0,1.0,0.0
unknown,1889.4413722417803,0.7861321680725804,4.3125,0.0,0.8999363769367335,8083,123,122,2,1,1,1.0,1.0,0.0
unknown,1531.1702289146479,0.6588204896176061,3.2401033773930377,0.0,0.641802323618322,5623,109,108,7,3,3,3.0,3.0,1.0
unknown,338.61414960791757,0.3046361006487538,2.1119203612960282,0.003424657534246575,0.4813773934915164,3842,41,40,2,1,1,1.0,1.0,0.0
unknown,613.9042322351978,0.36093405949846813,2.0242668425877057,0.004308416141618092,0.42160082727264636,4271,63,62,2,1,1,1.0,1.0,0.0
unknown,1346.2439040622928,1.5768373110324598,9.907124260405292,0.005434782608695652,2.1836334031432214,4115,49,44,2,1,1,1.0,1.0,0.0
unknown,1475.764689944681,1.1473021298385966,8.801541230243807,0.001483679525222552,1.5245764006588283,3822,70,67,2,1,1,1.0,1.0,0.0
unknown,1227.7109745291991,1.109646589451675,4.701468518279549,0.0049504950495049506,1.302517753414308,4500,60,59,7,3,3,3.0,3.0,1.0
unknown,2012.8888087791836,0.6801622968805575,4.190763653560053,0.0,0.8079293585053278,8430,140,139,19,7,7,7.0,7.0,5.0
unknown,1148.3690357163007,1.0353818084429898,3.400367627183861,0.0016420361247947454,0.7807229842013659,2843,60,59,2,1,1,1.0,1.0,0.0
unknown,554.7610915679279,0.3132743987903012,1.5260143260085701,0.0,0.35651823260155696,4615,62,61,13,5,5,5.0,5.0,3.0
unknown,1770.2859099654802,1.2732218316048007,9.279128311550725,0.0,1.9188877435673792,5613,75,70,7,3,3,3.0,3.0,1.0
unknown,1106.1025239474286,0.832410956320472,2.6195843605851334,0.0,0.7018533206936199,2841,68,67,2,1,1,1.0,1.0,0.0
unknown,1376.4336717682359,1.2656214412667253,8.378278794332136,0.003745318352059925,2.050910628298572,3012,56,50,5,2,2,2.0,2.0,1.0
unknown,930.588977246768,0.7231249643633842,3.0361148001326916,0.002717391304347826,0.6662906896128675,3381,63,62,2,1,1,1.0,1.0,0.0
unknown,1166.766296765892,1.6070962627099454,8.181758763895953,0.006993006993006993,2.1084891284473413,2004,40,34,2,1,1,1.0,1.0,0.0
unknown,802.0563337499185,0.7624876216933245,2.6574957642532984,0.0006734006734006734,0.7826375926519864,4496,54,53,2,1,1,1.0,1.0,0.0
unknown,1331.0738174071505,0.8811295384151223,6.188783245702158,0.0023148148148148147,1.3404767447064319,4631,75,72,2,1,1,1.0,1.0,0.0
unknown,1888.0115355210319,0.7375712194545608,4.689166370475673,0.0,0.9036496399848142,6576,123,122,13,5,5,5.0,5.0,3.0
unknown,1541.1497682146016,0.9617693562777674,4.00195264839553,0.0035211267605633804,0.768437187496286,2533,84,83,2,1,1,1.0,1.0,0.0
unknown,687.9848214627385,0.5903721169866935,2.25,0.0,0.6307197034174584,5335,54,53,10,4,4,4.0,4.0,2.0
unknown,1343.201179638798,0.7417064803132013,3.894155164402729,0.0029069767441860465,0.7621184470093096,4748,91,90,7,3,3,3.0,3.0,1.0
unknown,956.6082202306808,0.9273529736231315,5.317058501757444,0.0010162601626016261,1.2026214328891023,3465,55,53,5,2,2,2.0,2.0,1.0
unknown,1293.4984049352636,1.1196569981867852,8.772293029761375,0.0,1.7222051058973227,4098,62,59,5,2,2,2.0,2.0,1.0
unknown,2850.744969655673,0.9890377784412762,7.025066725661757,0.0019801980198019802,1.2678647995778363,9613,141,137,14,6,5,6.0,5.0,3.0
unknown,1874.9704346789056,0.8761675075158161,5.900873875961085,0.0,1.0683523274253046,4881,104,102,5,2,2,2.0,2.0,1.0
unknown,819.8880000342606,0.545392491139123,3.3830921506810894,0.0016339869281045752,0.7238453349777487,4465,66,65,5,2,2,2.0,2.0,1.0
unknown,1060.9017649787568,0.455382293113126,1.9970681635838072,0.0028557700862066283,0.45596077503208904,5097,91,90,11,4,4,4.0,4.0,3.0
unknown,1396.8289568260732,0.8312179598663942,6.346751137393052,0.0,0.991258062605001,4213,87,85,5,2,2,2.0,2.0,1.0
unknown,1675.2335778134823,0.5614399728897994,3.898362711948445,0.0,0.704975663302869,9929,135,134,18,6,6,6.0,6.0,6.0
unknown,816.176567262317,0.659485430091295,8.913415708460855,0.0024906600249066002,1.454823662652171,5080,59,57,7,3,3,3.0,3.0,1.0
unknown,1767.0992305926604,0.9849560432401732,6.156805178012376,0.002386634844868735,0.9884343292501881,5581,98,96,7,3,3,3.0,3.0,1.0
unknown,654.3405335608937,0.4282919180735633,1.7688714622606132,0.002279376123852997,0.4218855166160641,5081,57,56,5,2,2,2.0,2.0,1.0
unknown,1197.6346288876061,0.48022773864100915,2.2,0.0,0.46405550282856095,7614,106,105,19,7,7,7.0,7.0,5.0
unknown,525.1034696663015,0.6275137279962965,3.442042453253591,0.0022222222222222222,0.9038899992250984,5146,38,37,10,4,4,4.0,4.0,2.0
unknown,268.4793763771266,0.2363626630016653,2.019436802675439,0.000856898029134533,0.431770519104747,5215,37,36,7,3,3,3.0,3.0,1.0
unknown,6769.9636455795335,1.431171231845666,14.133846787056948,0.0,1.9427656668673223,9963,258,242,5,2,2,2.0,2.0,1.0
unknown,426.684301799305,0.8199463657527594,3.48209706929603,0.005277044854881266,1.1715201572379488,1595,27,26,0,0,0,0.0,0.0,0.0
unknown,2239.474556233894,0.8762277624438802,7.60258561007224,0.0,1.2876925214410135,7169,131,127,16,6,6,6.0,6.0,4.0
unknown,1862.5615431769027,0.976079038562714,7.424126013129325,0.0018796992481203006,1.390001104403927,7543,95,92,13,5,5,5.0,5.0,3.0
unknown,1100.9088681335768,0.7947099322982861,2.525989476892222,0.0017953321364452424,0.6863217849302551,5065,72,71,8,3,3,3.0,3.0,2.0
unknown,1664.5003816986102,0.47285390255619575,10.198039027185569,0.0,0.9281669319962574,9831,153,151,39,13,13,13.0,13.0,13.0
unknown,1464.8800126441713,0.5179767419948644,3.639630967590933,0.004629629629629629,0.7254374018505599,6601,123,122,13,5,5,5.0,5.0,3.0
unknown,1373.4231941163016,0.7713089408924357,7.701370729364424,0.0013717421124828531,1.466381009158613,9781,89,83,7,3,3,3.0,3.0,1.0
unknown,158.7688780455772,0.29463621861200917,0.7487012977269326,0.0,0.2618079383963043,1054,18,17,0,0,0,0.0,0.0,0.0
unknown,1209.0755646747405,1.4101025343836915,6.568510388187201,0.003952569169960474,1.480621836846803,1675,49,46,2,1,1,1.0,1.0,0.0
unknown,1405.948823319223,1.139847212980187,5.203472356751215,0.0,1.1863617372778879,2749,67,65,2,1,1,1.0,1.0,0.0
unknown,1572.89719965651,0.8585113484547012,8.248342636554328,0.004545454545454545,1.3475297138512523,5093,88,85,2,1,1,1.0,1.0,0.0
unknown,6106.471824511889,2.555560410190683,16.10626476579478,0.0032585565953297123,2.765945171782991,4351,143,121,2,1,1,1.0,1.0,0.0
unknown,1603.4364838210388,1.360033808445761,8.629233327478705,0.0026246719160104987,1.9007126821774631,3346,61,56,10,4,4,4.0,4.0,2.0
unknown,2345.548702842695,0.8383046954654008,5.7489808879487505,0.0031746031746031746,1.1186923488928835,6998,140,136,14,7,4,7.0,4.0,3.0
unknown,1859.7102976080823,0.9576195492360049,9.093343108499145,0.0029940119760479044,1.5187467512564043,3746,95,90,5,2,2,2.0,2.0,1.0
unknown,1149.5757345800275,0.7381919578351871,3.6336104634371584,0.0009182736455463728,0.6870141782520043,4950,78,77,2,1,1,1.0,1.0,0.0
unknown,1546.6655843982337,1.7070255843648658,7.751259978222896,0.0005853532956842281,1.488732304155834,3648,54,52,2,1,1,1.0,1.0,0.0
unknown,2686.105145734309,0.779555223971587,3.8827985484021763,0.004098360655737705,0.8004588741178474,7435,174,173,15,6,6,6.0,6.0,3.0
unknown,1622.9859800756458,0.8372417688646396,2.882953118786552,0.0,0.6957944702625988,5123,97,96,11,4,4,4.0,4.0,3.0
unknown,1849.5860647058596,1.0143731375339087,5.738099097262089,0.006172839506172839,1.0641474167551845,4277,100,98,2,1,1,1.0,1.0,0.0
unknown,1707.4041078244938,1.4266457981835048,10.737509843863185,0.014925373134328358,1.9468155998924555,2348,64,60,8,3,3,3.0,3.0,2.0
unknown,1337.9168368579371,1.6221898700260484,7.3224161161311905,0.005376344086021506,1.7073360887452254,1601,46,44,5,2,2,2.0,2.0,1.0
unknown,1331.4989557583813,1.7193722707480927,8.529590039972613,0.007071067811865475,1.8145517841218524,1412,43,40,2,1,1,1.0,1.0,0.0
unknown,4721.434229290389,1.468642495419961,7.970894319334563,0.0037644242045451006,1.485036999314903,5914,181,175,16,6,6,6.0,6.0,4.0
unknown,1653.8553611889588,1.3323222429980879,8.267374490662567,0.010101010101010102,1.8293110378947963,4253,65,59,2,1,1,1.0,1.0,0.0
unknown,2124.296898109249,0.978025519104978,8.0801540139337,0.009994442136912333,1.5403599779869626,5664,108,102,10,4,4,4.0,4.0,2.0
unknown,1989.0792139702712,1.5746443467656837,9.84042224879614,0.008926419071855448,1.8109883647719947,2516,72,66,5,2,2,2.0,2.0,1.0
unknown,3822.232404609308,1.3278137733768105,9.053012274928163,0.0022935779816513763,1.3514268923521287,5212,160,156,7,3,3,3.0,3.0,1.0
unknown,1049.3487842334346,1.5625093615547907,8.198942386064193,0.004608294930875576,1.9702287679127968,1501,37,35,2,1,1,1.0,1.0,0.0
unknown,4812.398148582528,1.7030634041635204,7.0002790122965814,0.0,1.4356986356460693,4847,155,149,16,6,6,6.0,6.0,4.0
unknown,2536.1647992245003,1.0830703617842945,10.20206014734279,0.0,1.4775625968368542,6347,110,105,18,7,6,7.0,6.0,5.0
unknown,1897.0779971936822,0.8772600161753287,3.809476437339336,0.003538082242879414,0.897552636471675,5747,95,94,13,5,5,5.0,5.0,3.0
unknown,1929.6060562415441,1.2956765542325015,10.662082348209472,0.0,1.7238995795523138,2848,80,76,5,2,2,2.0,2.0,1.0
unknown,4472.4101031196715,1.5312961446287967,10.192675065948094,0.010869565217391304,1.5366802085745366,4643,165,157,14,5,5,5.0,5.0,4.0
unknown,1566.4673450833307,1.3408841674694796,6.319081883292134,0.004688832054560955,1.2470676034326063,4060,64,62,5,2,2,2.0,2.0,1.0
unknown,1515.735512643998,1.165854268103017,7.379236071572721,0.010475656017578482,1.3985576373249058,2139,67,64,2,1,1,1.0,1.0,0.0
unknown,1483.7424426083192,0.9055753740337962,7.810249675906654,0.0,1.4029418826191276,3962,82,78,2,1,1,1.0,1.0,0.0
unknown,1107.3948471699894,0.8507759889302534,4.081685466813924,0.008565310492505354,1.0256485212961575,3171,66,65,2,1,1,1.0,1.0,0.0
unknown,1765.4451754771208,1.8819017223392764,15.075331671309922,0.004672897196261682,2.6552878238085236,1821,58,53,2,1,1,1.0,1.0,0.0
unknown,1586.8101377931607,1.5785485384295095,6.597682302498802,0.01098901098901099,1.5109661550882219,1664,56,52,2,1,1,1.0,1.0,0.0
unknown,1437.498946998916,0.7286623537596995,3.7536602667161922,0.0031545741324921135,0.8605228475056318,4430,94,93,2,1,1,1.0,1.0,0.0
unknown,1288.8901234650093,1.4177074580700446,5.42743321009112,0.011111111111111112,1.451070134387524,2299,52,50,2,1,1,1.0,1.0,0.0
